,grade,term,home_ownership,emp_length,safe_loans
639,D, 36 months,RENT,5 years,-1
640,A, 36 months,OWN,,1
641,B, 36 months,RENT,7 years,1
642,C, 36 months,RENT,5 years,1
643,C, 60 months,MORTGAGE,9 years,1
644,B, 36 months,MORTGAGE,5 years,-1
645,B, 36 months,MORTGAGE,< 1 year,1
646,C, 36 months,MORTGAGE,10+ years,1
647,B, 36 months,MORTGAGE,2 years,1
648,D, 60 months,MORTGAGE,1 year,-1
649,B, 60 months,MORTGAGE,10+ years,1
650,C, 36 months,MORTGAGE,8 years,-1
651,D, 36 months,RENT,3 years,-1
652,B, 60 months,RENT,1 year,1
653,E, 36 months,MORTGAGE,7 years,1
654,C, 36 months,MORTGAGE,< 1 year,-1
655,A, 36 months,MORTGAGE,3 years,1
656,B, 36 months,RENT,< 1 year,1
657,E, 36 months,RENT,< 1 year,-1
658,A, 36 months,RENT,< 1 year,1
659,A, 36 months,OWN,9 years,-1
660,B, 36 months,MORTGAGE,2 years,1
661,C, 36 months,MORTGAGE,5 years,1
662,B, 60 months,MORTGAGE,10+ years,-1
663,D, 36 months,MORTGAGE,8 years,-1
664,D, 36 months,RENT,3 years,1
665,D, 60 months,MORTGAGE,10+ years,-1
666,E, 60 months,RENT,< 1 year,1
667,C, 36 months,RENT,4 years,-1
668,B, 36 months,MORTGAGE,1 year,-1
669,D, 60 months,MORTGAGE,6 years,1
670,F, 60 months,RENT,6 years,-1
671,B, 36 months,RENT,10+ years,-1
672,E, 60 months,MORTGAGE,8 years,-1
673,A, 36 months,MORTGAGE,9 years,1
674,D, 60 months,MORTGAGE,7 years,-1
675,F, 60 months,MORTGAGE,3 years,-1
676,B, 36 months,RENT,5 years,1
677,D, 60 months,MORTGAGE,8 years,-1
678,A, 36 months,MORTGAGE,,1
679,A, 36 months,MORTGAGE,4 years,1
680,A, 36 months,MORTGAGE,1 year,1
681,E, 36 months,MORTGAGE,< 1 year,-1
682,A, 36 months,MORTGAGE,10+ years,-1
683,B, 36 months,RENT,5 years,1
684,B, 36 months,OWN,2 years,-1
685,B, 36 months,MORTGAGE,10+ years,1
686,D, 36 months,RENT,5 years,-1
687,C, 36 months,MORTGAGE,10+ years,-1
688,B, 36 months,RENT,1 year,-1
689,C, 36 months,OWN,10+ years,1
690,B, 36 months,RENT,7 years,1
691,C, 36 months,OWN,2 years,-1
692,E, 36 months,RENT,5 years,-1
693,C, 36 months,OWN,10+ years,1
694,B, 36 months,RENT,4 years,-1
695,C, 36 months,OWN,5 years,1
696,B, 36 months,RENT,7 years,-1
697,B, 36 months,MORTGAGE,3 years,1
698,A, 36 months,MORTGAGE,3 years,1
699,B, 36 months,RENT,10+ years,-1
700,B, 36 months,MORTGAGE,10+ years,1
701,A, 36 months,RENT,6 years,-1
702,D, 60 months,RENT,10+ years,1
703,C, 36 months,RENT,6 years,-1
704,E, 36 months,RENT,2 years,-1
705,D, 60 months,MORTGAGE,10+ years,-1
706,B, 60 months,RENT,10+ years,-1
707,C, 36 months,RENT,8 years,1
708,B, 60 months,OWN,10+ years,-1
709,C, 36 months,OWN,10+ years,1
710,C, 36 months,MORTGAGE,10+ years,1
711,C, 60 months,MORTGAGE,8 years,-1
712,A, 60 months,MORTGAGE,8 years,1
713,F, 60 months,RENT,10+ years,-1
714,D, 36 months,RENT,5 years,1
715,B, 36 months,RENT,1 year,1
716,B, 36 months,RENT,3 years,1
717,C, 36 months,MORTGAGE,5 years,1
718,B, 36 months,RENT,1 year,-1
719,D, 36 months,RENT,5 years,-1
720,D, 60 months,MORTGAGE,9 years,-1
721,F, 60 months,RENT,2 years,-1
722,E, 60 months,MORTGAGE,6 years,1
723,B, 36 months,MORTGAGE,10+ years,1
724,A, 36 months,MORTGAGE,2 years,-1
725,A, 36 months,MORTGAGE,6 years,1
726,B, 36 months,RENT,5 years,1
727,B, 36 months,RENT,10+ years,-1
728,E, 36 months,RENT,2 years,-1
729,C, 36 months,RENT,10+ years,1
730,F, 60 months,RENT,,-1
731,A, 36 months,MORTGAGE,10+ years,1
732,C, 36 months,RENT,7 years,1
733,C, 36 months,MORTGAGE,4 years,1
734,E, 60 months,MORTGAGE,< 1 year,1
735,A, 36 months,RENT,5 years,1
736,A, 36 months,MORTGAGE,9 years,-1
737,A, 36 months,RENT,1 year,-1
738,D, 60 months,RENT,9 years,-1
739,D, 60 months,OWN,10+ years,-1
740,C, 36 months,MORTGAGE,1 year,1
741,F, 60 months,OWN,1 year,-1
742,C, 36 months,RENT,10+ years,-1
743,D, 60 months,MORTGAGE,10+ years,-1
744,C, 36 months,RENT,5 years,1
745,E, 60 months,OWN,9 years,-1
746,B, 36 months,RENT,< 1 year,1
747,A, 60 months,RENT,6 years,-1
748,A, 36 months,MORTGAGE,1 year,-1
749,B, 36 months,OWN,10+ years,1
750,C, 36 months,RENT,10+ years,1
751,D, 36 months,RENT,10+ years,-1
752,E, 60 months,RENT,7 years,-1
753,D, 36 months,RENT,< 1 year,-1
754,B, 36 months,RENT,2 years,-1
755,C, 36 months,RENT,,-1
756,A, 36 months,MORTGAGE,4 years,1
757,A, 36 months,OWN,3 years,1
758,B, 36 months,MORTGAGE,4 years,1
759,B, 36 months,MORTGAGE,2 years,1
760,B, 36 months,RENT,3 years,-1
761,E, 60 months,MORTGAGE,3 years,-1
762,E, 36 months,RENT,2 years,-1
763,C, 36 months,RENT,3 years,-1
764,B, 36 months,MORTGAGE,9 years,1
765,B, 36 months,RENT,1 year,-1
766,B, 36 months,RENT,6 years,-1
767,D, 36 months,MORTGAGE,8 years,1
768,C, 36 months,MORTGAGE,3 years,-1
769,B, 36 months,MORTGAGE,10+ years,-1
770,B, 36 months,RENT,,-1
771,A, 36 months,MORTGAGE,3 years,1
772,C, 36 months,RENT,3 years,-1
773,D, 36 months,MORTGAGE,10+ years,1
774,C, 36 months,OWN,5 years,1
775,C, 36 months,OWN,,-1
776,D, 36 months,RENT,,-1
777,B, 36 months,RENT,10+ years,-1
778,B, 36 months,MORTGAGE,10+ years,-1
779,D, 36 months,MORTGAGE,,-1
780,C, 36 months,RENT,< 1 year,1
781,B, 60 months,OWN,10+ years,1
782,B, 36 months,RENT,5 years,-1
783,E, 60 months,RENT,5 years,-1
784,E, 60 months,OWN,10+ years,-1
785,A, 36 months,RENT,< 1 year,1
786,D, 60 months,RENT,1 year,-1
787,C, 36 months,MORTGAGE,2 years,-1
788,B, 36 months,MORTGAGE,9 years,-1
789,C, 36 months,MORTGAGE,4 years,-1
790,A, 36 months,RENT,< 1 year,1
791,A, 36 months,MORTGAGE,1 year,-1
792,D, 60 months,RENT,2 years,1
793,B, 36 months,RENT,1 year,-1
794,D, 36 months,MORTGAGE,1 year,1
795,C, 36 months,RENT,1 year,-1
796,E, 36 months,MORTGAGE,7 years,-1
797,F, 60 months,MORTGAGE,7 years,1
798,B, 36 months,MORTGAGE,3 years,1
799,D, 60 months,MORTGAGE,10+ years,1
800,C, 36 months,MORTGAGE,7 years,1
801,B, 36 months,RENT,2 years,-1
802,C, 60 months,MORTGAGE,7 years,-1
803,B, 36 months,MORTGAGE,5 years,-1
804,A, 36 months,MORTGAGE,1 year,1
805,D, 36 months,RENT,10+ years,-1
806,C, 36 months,MORTGAGE,< 1 year,1
807,D, 36 months,RENT,5 years,-1
808,C, 36 months,RENT,10+ years,-1
809,C, 36 months,OWN,5 years,-1
810,C, 36 months,MORTGAGE,10+ years,-1
811,E, 60 months,RENT,3 years,-1
812,F, 60 months,RENT,9 years,-1
813,C, 36 months,MORTGAGE,4 years,-1
814,C, 60 months,RENT,10+ years,-1
815,B, 60 months,RENT,< 1 year,-1
816,D, 36 months,MORTGAGE,3 years,-1
817,B, 36 months,RENT,2 years,-1
818,B, 36 months,RENT,1 year,1
819,C, 60 months,RENT,4 years,-1
820,C, 36 months,MORTGAGE,5 years,1
821,D, 60 months,MORTGAGE,8 years,1
822,F, 60 months,OWN,10+ years,1
823,B, 36 months,RENT,10+ years,1
824,A, 36 months,RENT,10+ years,1
825,A, 36 months,RENT,2 years,1
826,B, 36 months,RENT,10+ years,-1
827,D, 60 months,RENT,5 years,1
828,C, 36 months,MORTGAGE,10+ years,-1
829,C, 36 months,RENT,1 year,-1
830,D, 60 months,RENT,5 years,-1
831,C, 60 months,MORTGAGE,9 years,1
832,A, 36 months,MORTGAGE,3 years,1
833,C, 36 months,RENT,5 years,1
834,D, 36 months,MORTGAGE,10+ years,-1
835,C, 36 months,RENT,6 years,1
836,A, 36 months,MORTGAGE,7 years,1
837,A, 36 months,MORTGAGE,3 years,1
838,A, 36 months,MORTGAGE,10+ years,-1
839,D, 36 months,MORTGAGE,10+ years,-1
840,C, 60 months,MORTGAGE,4 years,-1
841,B, 36 months,RENT,7 years,1
842,A, 36 months,RENT,4 years,1
843,C, 36 months,RENT,2 years,-1
844,C, 36 months,RENT,2 years,1
845,A, 36 months,RENT,2 years,1
846,D, 36 months,RENT,10+ years,-1
847,D, 36 months,MORTGAGE,2 years,1
848,C, 36 months,OWN,2 years,-1
849,B, 36 months,MORTGAGE,7 years,1
850,B, 36 months,MORTGAGE,1 year,1
851,C, 36 months,RENT,10+ years,1
852,D, 36 months,RENT,4 years,1
853,E, 60 months,RENT,1 year,-1
854,C, 36 months,OWN,4 years,-1
855,G, 60 months,MORTGAGE,10+ years,-1
856,D, 36 months,OWN,6 years,-1
857,B, 36 months,OWN,,-1
858,B, 36 months,RENT,6 years,-1
859,B, 36 months,MORTGAGE,10+ years,1
860,E, 60 months,MORTGAGE,10+ years,-1
861,C, 36 months,RENT,< 1 year,1
862,D, 60 months,RENT,5 years,1
863,B, 60 months,MORTGAGE,9 years,1
864,C, 60 months,MORTGAGE,10+ years,-1
865,C, 36 months,RENT,10+ years,1
866,C, 36 months,MORTGAGE,< 1 year,-1
867,D, 60 months,MORTGAGE,2 years,1
868,C, 36 months,RENT,3 years,-1
869,C, 36 months,RENT,6 years,-1
870,B, 36 months,MORTGAGE,5 years,1
871,C, 36 months,RENT,2 years,-1
872,C, 60 months,RENT,3 years,-1
873,E, 36 months,MORTGAGE,5 years,-1
874,B, 36 months,RENT,5 years,-1
875,B, 36 months,MORTGAGE,2 years,1
876,E, 60 months,RENT,1 year,-1
877,C, 36 months,RENT,< 1 year,-1
878,C, 36 months,RENT,2 years,-1
879,B, 36 months,MORTGAGE,3 years,1
880,B, 36 months,RENT,< 1 year,1
881,D, 60 months,MORTGAGE,9 years,-1
882,E, 60 months,MORTGAGE,3 years,-1
883,D, 36 months,RENT,3 years,-1
884,G, 60 months,MORTGAGE,10+ years,1
885,C, 36 months,OWN,5 years,1
886,F, 60 months,MORTGAGE,5 years,-1
887,E, 60 months,RENT,6 years,-1
888,E, 36 months,RENT,< 1 year,1
889,A, 36 months,MORTGAGE,< 1 year,1
890,B, 36 months,OWN,2 years,1
891,C, 36 months,RENT,9 years,1
892,B, 36 months,RENT,1 year,1
893,B, 36 months,RENT,,1
894,E, 60 months,MORTGAGE,6 years,-1
895,B, 36 months,RENT,3 years,1
896,B, 36 months,MORTGAGE,3 years,-1
897,B, 36 months,MORTGAGE,9 years,1
898,B, 36 months,MORTGAGE,4 years,1
899,F, 60 months,RENT,10+ years,1
900,C, 36 months,MORTGAGE,10+ years,-1
901,B, 36 months,MORTGAGE,10+ years,1
902,E, 36 months,RENT,4 years,1
903,D, 60 months,MORTGAGE,10+ years,1
904,D, 36 months,RENT,,-1
905,C, 36 months,MORTGAGE,6 years,-1
906,A, 36 months,RENT,10+ years,1
907,C, 36 months,MORTGAGE,3 years,1
908,F, 60 months,MORTGAGE,5 years,-1
909,B, 36 months,MORTGAGE,< 1 year,-1
910,A, 36 months,RENT,3 years,1
911,D, 36 months,RENT,5 years,1
912,B, 36 months,RENT,10+ years,1
913,A, 36 months,RENT,2 years,1
914,A, 36 months,RENT,10+ years,1
915,B, 36 months,MORTGAGE,10+ years,-1
916,C, 36 months,RENT,< 1 year,1
917,D, 36 months,OWN,10+ years,-1
918,E, 36 months,MORTGAGE,3 years,-1
919,B, 36 months,MORTGAGE,5 years,-1
920,B, 36 months,MORTGAGE,5 years,-1
921,E, 60 months,MORTGAGE,10+ years,1
922,B, 36 months,MORTGAGE,4 years,-1
923,B, 36 months,MORTGAGE,10+ years,-1
924,C, 60 months,MORTGAGE,1 year,1
925,B, 36 months,RENT,2 years,1
926,B, 36 months,RENT,8 years,1
927,C, 36 months,MORTGAGE,9 years,-1
928,F, 36 months,RENT,< 1 year,-1
929,D, 60 months,RENT,1 year,-1
930,C, 36 months,RENT,10+ years,-1
931,A, 60 months,MORTGAGE,10+ years,1
932,D, 36 months,MORTGAGE,4 years,-1
933,C, 36 months,RENT,10+ years,-1
934,B, 36 months,MORTGAGE,10+ years,1
935,A, 36 months,MORTGAGE,2 years,1
936,A, 36 months,RENT,10+ years,1
937,B, 36 months,MORTGAGE,3 years,1
938,C, 60 months,MORTGAGE,8 years,1
939,C, 36 months,RENT,< 1 year,-1
940,D, 60 months,OWN,10+ years,1
941,C, 36 months,MORTGAGE,10+ years,-1
942,D, 36 months,MORTGAGE,5 years,-1
943,B, 36 months,RENT,10+ years,-1
944,A, 36 months,MORTGAGE,10+ years,-1
945,G, 60 months,RENT,< 1 year,1
946,C, 36 months,MORTGAGE,2 years,-1
947,D, 36 months,MORTGAGE,9 years,1
948,D, 36 months,RENT,6 years,1
949,C, 36 months,RENT,3 years,1
950,B, 36 months,RENT,8 years,-1
951,B, 36 months,MORTGAGE,7 years,-1
952,A, 36 months,RENT,2 years,1
953,B, 60 months,MORTGAGE,10+ years,1
954,C, 36 months,MORTGAGE,3 years,1
955,D, 60 months,RENT,< 1 year,-1
956,C, 60 months,MORTGAGE,6 years,-1
957,A, 36 months,MORTGAGE,10+ years,1
958,D, 36 months,MORTGAGE,8 years,-1
959,A, 36 months,RENT,2 years,-1
960,B, 36 months,RENT,2 years,1
961,B, 36 months,MORTGAGE,10+ years,1
962,B, 36 months,MORTGAGE,10+ years,1
963,F, 36 months,MORTGAGE,3 years,-1
964,D, 36 months,RENT,1 year,1
965,D, 60 months,RENT,7 years,1
966,A, 36 months,RENT,10+ years,1
967,C, 60 months,RENT,1 year,1
968,D, 60 months,MORTGAGE,3 years,1
969,C, 36 months,MORTGAGE,10+ years,1
970,D, 36 months,MORTGAGE,10+ years,1
971,B, 60 months,RENT,10+ years,-1
972,A, 36 months,RENT,3 years,1
973,E, 60 months,OWN,10+ years,-1
974,A, 36 months,MORTGAGE,6 years,1
975,A, 36 months,RENT,2 years,1
976,C, 36 months,RENT,9 years,-1
977,D, 36 months,RENT,10+ years,-1
978,C, 36 months,MORTGAGE,2 years,1
979,B, 36 months,MORTGAGE,< 1 year,1
980,D, 60 months,RENT,< 1 year,-1
981,B, 36 months,MORTGAGE,10+ years,1
982,B, 36 months,RENT,1 year,1
983,F, 60 months,RENT,7 years,-1
984,D, 36 months,MORTGAGE,9 years,1
985,D, 60 months,MORTGAGE,5 years,-1
986,B, 60 months,MORTGAGE,10+ years,1
987,A, 36 months,RENT,< 1 year,1
988,F, 60 months,RENT,10+ years,-1
989,D, 36 months,RENT,5 years,-1
990,C, 36 months,MORTGAGE,1 year,1
991,B, 36 months,RENT,,1
992,C, 60 months,MORTGAGE,8 years,-1
993,D, 60 months,MORTGAGE,6 years,-1
994,E, 36 months,MORTGAGE,10+ years,-1
995,C, 36 months,RENT,10+ years,1
996,B, 60 months,MORTGAGE,10+ years,1
997,B, 36 months,MORTGAGE,10+ years,1
998,C, 36 months,MORTGAGE,,-1
999,D, 36 months,RENT,6 years,-1
1000,D, 36 months,RENT,5 years,-1
1001,C, 36 months,RENT,10+ years,-1
1002,B, 36 months,MORTGAGE,10+ years,1
1003,B, 36 months,MORTGAGE,2 years,1
1004,B, 36 months,RENT,,-1
1005,D, 36 months,RENT,10+ years,1
1006,C, 36 months,MORTGAGE,7 years,-1
1007,E, 60 months,RENT,4 years,-1
1008,G, 36 months,RENT,10+ years,-1
1009,B, 36 months,RENT,10+ years,-1
1010,B, 36 months,RENT,7 years,1
1011,F, 60 months,RENT,4 years,1
1012,A, 36 months,RENT,10+ years,1
1013,B, 36 months,RENT,4 years,-1
1014,D, 36 months,MORTGAGE,5 years,-1
1015,C, 60 months,OWN,3 years,-1
1016,E, 60 months,MORTGAGE,2 years,-1
1017,D, 36 months,RENT,,-1
1018,B, 60 months,RENT,5 years,-1
1019,E, 60 months,MORTGAGE,10+ years,-1
1020,C, 36 months,OWN,1 year,1
1021,A, 36 months,MORTGAGE,7 years,1
1022,A, 36 months,MORTGAGE,10+ years,1
1023,D, 36 months,RENT,7 years,1
1024,C, 36 months,MORTGAGE,8 years,1
1025,B, 36 months,RENT,10+ years,1
1026,A, 36 months,MORTGAGE,7 years,1
1027,E, 60 months,OWN,10+ years,-1
1028,B, 60 months,MORTGAGE,6 years,1
1029,D, 60 months,RENT,8 years,-1
1030,A, 36 months,MORTGAGE,10+ years,1
1031,C, 36 months,RENT,1 year,1
1032,D, 36 months,RENT,10+ years,1
1033,A, 36 months,MORTGAGE,3 years,1
1034,C, 36 months,MORTGAGE,9 years,1
1035,C, 36 months,RENT,3 years,1
1036,C, 36 months,MORTGAGE,10+ years,-1
1037,B, 60 months,MORTGAGE,3 years,1
1038,B, 36 months,RENT,< 1 year,-1
1039,A, 36 months,RENT,,1
1040,A, 36 months,MORTGAGE,7 years,1
1041,C, 60 months,MORTGAGE,3 years,-1
1042,A, 36 months,RENT,< 1 year,-1
1043,E, 36 months,RENT,< 1 year,1
1044,C, 36 months,RENT,,1
1045,A, 36 months,RENT,1 year,1
1046,D, 60 months,MORTGAGE,10+ years,1
1047,B, 36 months,RENT,< 1 year,-1
1048,B, 36 months,RENT,3 years,-1
1049,B, 36 months,OWN,9 years,-1
1050,D, 60 months,RENT,3 years,-1
1051,D, 60 months,RENT,4 years,-1
1052,C, 36 months,MORTGAGE,10+ years,1
1053,C, 36 months,MORTGAGE,6 years,1
1054,D, 36 months,RENT,10+ years,-1
1055,D, 60 months,MORTGAGE,5 years,1
1056,D, 36 months,RENT,2 years,1
1057,B, 36 months,MORTGAGE,5 years,-1
1058,B, 36 months,RENT,7 years,-1
1059,A, 36 months,RENT,9 years,1
1060,B, 36 months,MORTGAGE,2 years,1
1061,A, 36 months,OWN,5 years,1
1062,A, 36 months,RENT,1 year,-1
1063,E, 60 months,RENT,8 years,1
1064,B, 36 months,RENT,2 years,1
1065,C, 36 months,MORTGAGE,10+ years,-1
1066,A, 36 months,RENT,3 years,-1
1067,C, 60 months,RENT,10+ years,-1
1068,B, 36 months,RENT,3 years,1
1069,B, 36 months,MORTGAGE,6 years,1
1070,G, 36 months,RENT,10+ years,1
1071,C, 36 months,RENT,2 years,1
1072,E, 36 months,MORTGAGE,5 years,1
1073,F, 36 months,RENT,4 years,-1
1074,E, 60 months,OWN,10+ years,-1
1075,B, 36 months,RENT,< 1 year,1
1076,C, 36 months,RENT,10+ years,-1
1077,E, 36 months,RENT,< 1 year,-1
1078,C, 36 months,MORTGAGE,9 years,1
1079,C, 36 months,OWN,3 years,-1
1080,E, 60 months,MORTGAGE,5 years,1
1081,D, 36 months,MORTGAGE,3 years,-1
1082,B, 36 months,RENT,9 years,1
1083,B, 36 months,MORTGAGE,3 years,1
1084,B, 36 months,RENT,< 1 year,1
1085,A, 36 months,MORTGAGE,6 years,1
1086,C, 36 months,MORTGAGE,2 years,1
1087,C, 36 months,RENT,1 year,-1
1088,A, 36 months,RENT,1 year,1
1089,D, 36 months,MORTGAGE,10+ years,-1
1090,C, 36 months,MORTGAGE,7 years,-1
1091,E, 36 months,MORTGAGE,10+ years,1
1092,B, 36 months,RENT,< 1 year,-1
1093,B, 36 months,RENT,< 1 year,-1
1094,G, 60 months,MORTGAGE,10+ years,-1
1095,C, 36 months,RENT,< 1 year,-1
1096,D, 60 months,MORTGAGE,1 year,1
1097,C, 36 months,RENT,4 years,-1
1098,C, 36 months,MORTGAGE,10+ years,1
1099,B, 36 months,MORTGAGE,10+ years,-1
1100,B, 60 months,RENT,4 years,-1
1101,D, 36 months,RENT,2 years,1
1102,B, 36 months,RENT,8 years,1
1103,B, 36 months,MORTGAGE,10+ years,1
1104,E, 60 months,MORTGAGE,2 years,-1
1105,E, 60 months,RENT,10+ years,-1
1106,B, 36 months,MORTGAGE,1 year,-1
1107,C, 36 months,RENT,10+ years,-1
1108,B, 36 months,MORTGAGE,3 years,1
1109,B, 36 months,OWN,3 years,1
1110,C, 36 months,RENT,3 years,1
1111,D, 36 months,RENT,,-1
1112,D, 60 months,MORTGAGE,6 years,1
1113,B, 36 months,RENT,6 years,1
1114,G, 60 months,RENT,1 year,-1
1115,D, 36 months,RENT,3 years,1
1116,C, 60 months,MORTGAGE,2 years,1
1117,B, 36 months,MORTGAGE,3 years,-1
1118,A, 36 months,RENT,4 years,-1
1119,B, 36 months,RENT,< 1 year,1
1120,A, 60 months,MORTGAGE,3 years,1
1121,B, 36 months,RENT,2 years,1
1122,C, 36 months,MORTGAGE,10+ years,-1
1123,C, 60 months,MORTGAGE,10+ years,-1
1124,A, 36 months,MORTGAGE,< 1 year,1
1125,B, 36 months,RENT,3 years,1
1126,C, 60 months,MORTGAGE,4 years,1
1127,B, 36 months,MORTGAGE,10+ years,-1
1128,B, 36 months,MORTGAGE,10+ years,1
1129,C, 36 months,RENT,3 years,-1
1130,A, 36 months,MORTGAGE,10+ years,1
1131,C, 60 months,OWN,6 years,-1
1132,C, 36 months,MORTGAGE,10+ years,1
1133,C, 60 months,RENT,8 years,-1
1134,B, 36 months,RENT,2 years,1
1135,D, 36 months,RENT,10+ years,-1
1136,C, 60 months,RENT,10+ years,-1
1137,D, 36 months,MORTGAGE,3 years,1
1138,B, 36 months,MORTGAGE,4 years,-1
1139,F, 60 months,MORTGAGE,3 years,-1
1140,B, 36 months,RENT,6 years,1
1141,E, 60 months,MORTGAGE,10+ years,-1
1142,B, 36 months,RENT,3 years,1
1143,B, 36 months,MORTGAGE,7 years,1
1144,E, 60 months,RENT,7 years,-1
1145,B, 60 months,RENT,8 years,1
1146,C, 36 months,RENT,10+ years,-1
1147,B, 36 months,MORTGAGE,10+ years,-1
1148,C, 60 months,MORTGAGE,8 years,-1
1149,C, 36 months,MORTGAGE,10+ years,1
1150,B, 36 months,RENT,6 years,1
1151,D, 36 months,RENT,1 year,-1
1152,C, 36 months,RENT,2 years,-1
1153,E, 36 months,MORTGAGE,10+ years,1
1154,E, 60 months,MORTGAGE,9 years,-1
1155,A, 36 months,OWN,10+ years,1
1156,E, 60 months,MORTGAGE,10+ years,-1
1157,C, 36 months,RENT,4 years,-1
1158,B, 36 months,MORTGAGE,< 1 year,-1
1159,F, 60 months,RENT,10+ years,-1
1160,D, 36 months,RENT,3 years,1
1161,C, 36 months,RENT,4 years,-1
1162,B, 60 months,MORTGAGE,10+ years,1
1163,C, 36 months,RENT,1 year,1
1164,A, 36 months,RENT,6 years,1
1165,D, 36 months,OWN,10+ years,-1
1166,E, 60 months,RENT,10+ years,-1
1167,D, 36 months,RENT,5 years,-1
1168,B, 36 months,OWN,10+ years,1
1169,C, 36 months,MORTGAGE,3 years,-1
1170,D, 36 months,MORTGAGE,4 years,-1
1171,D, 60 months,RENT,5 years,-1
1172,B, 36 months,RENT,2 years,1
1173,C, 36 months,OWN,,-1
1174,C, 36 months,RENT,9 years,1
1175,C, 36 months,RENT,5 years,-1
1176,C, 36 months,RENT,1 year,1
1177,E, 36 months,MORTGAGE,10+ years,-1
1178,B, 36 months,MORTGAGE,5 years,1
1179,F, 60 months,MORTGAGE,5 years,-1
1180,C, 36 months,MORTGAGE,5 years,-1
1181,C, 36 months,OWN,1 year,1
1182,B, 36 months,RENT,10+ years,-1
1183,C, 36 months,RENT,6 years,1
1184,B, 36 months,RENT,2 years,1
1185,C, 36 months,RENT,< 1 year,1
1186,D, 60 months,RENT,10+ years,-1
1187,E, 36 months,MORTGAGE,10+ years,-1
1188,C, 36 months,RENT,3 years,1
1189,E, 60 months,MORTGAGE,9 years,-1
1190,B, 36 months,RENT,4 years,1
1191,C, 36 months,MORTGAGE,< 1 year,1
1192,E, 36 months,MORTGAGE,7 years,-1
1193,B, 36 months,MORTGAGE,10+ years,-1
1194,C, 60 months,RENT,2 years,-1
1195,A, 36 months,OWN,,1
1196,C, 36 months,RENT,< 1 year,-1
1197,G, 60 months,MORTGAGE,6 years,-1
1198,B, 36 months,MORTGAGE,10+ years,-1
1199,B, 36 months,RENT,< 1 year,1
1200,B, 36 months,MORTGAGE,5 years,-1
1201,D, 60 months,RENT,9 years,1
1202,B, 36 months,RENT,10+ years,1
1203,A, 36 months,MORTGAGE,10+ years,1
1204,D, 36 months,RENT,3 years,1
1205,B, 60 months,RENT,< 1 year,-1
1206,C, 36 months,MORTGAGE,4 years,1
1207,B, 36 months,MORTGAGE,8 years,1
1208,E, 60 months,MORTGAGE,6 years,-1
1209,B, 36 months,RENT,10+ years,1
1210,B, 36 months,RENT,10+ years,1
1211,A, 36 months,RENT,4 years,1
1212,C, 36 months,RENT,6 years,-1
1213,D, 60 months,RENT,10+ years,-1
1214,B, 36 months,RENT,2 years,-1
1215,C, 36 months,RENT,< 1 year,1
1216,E, 60 months,OWN,< 1 year,-1
1217,G, 60 months,MORTGAGE,3 years,-1
1218,C, 36 months,RENT,,-1
1219,B, 36 months,MORTGAGE,10+ years,1
1220,C, 60 months,RENT,10+ years,-1
1221,E, 36 months,RENT,2 years,-1
1222,B, 36 months,MORTGAGE,10+ years,1
1223,C, 36 months,MORTGAGE,3 years,1
1224,A, 36 months,MORTGAGE,1 year,-1
1225,C, 36 months,MORTGAGE,8 years,-1
1226,B, 36 months,RENT,3 years,1
1227,E, 36 months,RENT,3 years,-1
1228,C, 36 months,MORTGAGE,< 1 year,-1
1229,E, 60 months,RENT,10+ years,1
1230,B, 36 months,MORTGAGE,2 years,1
1231,A, 36 months,RENT,< 1 year,-1
1232,D, 60 months,RENT,< 1 year,-1
1233,B, 36 months,MORTGAGE,7 years,-1
1234,C, 60 months,MORTGAGE,10+ years,-1
1235,F, 36 months,RENT,2 years,-1
1236,A, 36 months,MORTGAGE,6 years,1
1237,A, 36 months,MORTGAGE,8 years,1
1238,B, 36 months,RENT,4 years,-1
1239,B, 36 months,MORTGAGE,1 year,-1
1240,D, 36 months,MORTGAGE,1 year,1
1241,B, 60 months,MORTGAGE,10+ years,1
1242,C, 36 months,RENT,7 years,-1
1243,B, 60 months,MORTGAGE,10+ years,-1
1244,D, 36 months,MORTGAGE,9 years,-1
1245,D, 60 months,RENT,5 years,-1
1246,C, 36 months,MORTGAGE,5 years,1
1247,A, 36 months,RENT,3 years,1
1248,D, 60 months,RENT,1 year,-1
1249,D, 36 months,RENT,< 1 year,-1
1250,B, 36 months,RENT,5 years,-1
1251,D, 36 months,RENT,3 years,1
1252,D, 36 months,RENT,6 years,1
1253,D, 36 months,MORTGAGE,10+ years,-1
1254,B, 36 months,RENT,7 years,-1
1255,D, 36 months,RENT,4 years,-1
1256,C, 36 months,RENT,10+ years,1
1257,C, 36 months,RENT,7 years,-1
1258,C, 36 months,RENT,2 years,1
1259,A, 36 months,OWN,3 years,1
1260,E, 36 months,MORTGAGE,10+ years,1
1261,B, 36 months,RENT,2 years,1
1262,A, 36 months,MORTGAGE,5 years,1
1263,F, 60 months,MORTGAGE,8 years,-1
1264,C, 36 months,MORTGAGE,10+ years,-1
1265,B, 60 months,MORTGAGE,10+ years,-1
1266,F, 60 months,RENT,7 years,-1
1267,E, 36 months,OWN,4 years,-1
1268,D, 60 months,MORTGAGE,10+ years,-1
1269,D, 36 months,RENT,3 years,1
1270,E, 60 months,RENT,1 year,-1
1271,E, 60 months,MORTGAGE,3 years,-1
1272,B, 36 months,RENT,5 years,-1
